i,gravid,classe
16.735374,-4.8178,1
20.758092,14.5459,1
15.654552,-0.1990,1
20.419798,21.2971,1
17.840322,-7.9472,1
17.506272,-12.6485,1
18.721252,-17.3306,1
11.131863,-12.8201,1
14.074109,-7.3006,1
15.541875,-35.4600,1
12.832077,14.9638,1
21.676819,-9.2631,1
18.26819,0.4452,1
16.535674,11.5371,1
9.063557,-18.3060,1
7.610825,19.8916,1
20.916077,-51.1392,1
16.193525,30.1946,2
20.531058,-37.6943,1
3.622612,3.9761,1
19.294845,-104.3196,1
2.053199,4.3554,1
20.522284,-4.4788,1
20.088636,18.9561,1
17.925573,-85.3294,1
3.952076,-140.9822,1
4.456168,-37.4527,1
17.991139,-29.4209,1
20.244021,15.8604,1
5.282454,-132.2361,1
17.322591,-81.4758,1
21.274524,-2.7530,1
9.614545,-3.1753,1
16.809625,14.7009,1
16.478269,7.3521,1
12.154069,-24.7473,1
17.622032,6.2159,1
17.531453,19.0910,1
6.725267,34.3998,2
15.953291,-2.1928,1
13.011588,-2.8629,1
15.611255,18.9434,1
12.41013,-4.0226,1
14.512096,16.4846,1
15.805161,39.5539,2
8.83687,-16.7530,1
10.490749,-46.2293,1
15.292892,0.0808,1
17.051376,21.9306,1
18.584532,-3.4091,1
11.866831,4.3642,1
16.377374,-3.7589,1
17.567034,-3.6104,1
10.593146,-12.5584,1
12.893638,-8.7406,1
12.074098,-24.8531,1
18.354959,5.0025,1
10.285335,-129.6219,1
17.265363,26.7902,2
21.477011,-3.6920,1
17.09945,-72.6722,1
17.600152,2.3189,1
21.702948,28.0254,2
18.908517,-5.1434,1
15.314237,9.2041,1
21.339218,18.8933,1
6.39903,-39.9757,1
14.210063,-42.1481,1
21.789658,9.0615,1
18.670842,13.6865,1
15.925205,-10.9652,1
19.635787,4.7800,1
12.039103,-131.9082,1
16.152977,-39.4799,1
13.413699,-8.3231,1
17.256408,-62.0071,1
1.117324,-123.2746,1
13.215747,-8.6759,1
13.960346,-43.8367,1
21.570582,0.7833,1
13.756032,18.2705,1
20.258148,-32.2075,1
14.52301,-10.9551,1
14.930451,-96.7147,1
19.899452,18.4881,1
21.812745,-28.3215,1
14.017446,21.1492,1
20.864412,-1.1282,1
17.201545,15.5100,1
17.123066,14.4097,1
21.714089,-4.7971,1
18.880059,-59.7053,1
21.554319,9.3037,1
14.950419,-6.4834,1
16.137492,32.8567,2
11.572858,12.7575,1
20.838984,14.6121,1
5.737554,10.8147,1
13.652444,-39.0501,1
14.367703,-39.8413,1
15.302047,-47.8474,1
13.683654,9.9659,1
16.288124,-66.8929,1
20.316017,1.0806,1
15.280357,-61.1149,1
9.987723,19.8468,1
16.669654,6.8439,1
21.717291,-7.9860,1
17.307767,-6.6607,1
12.146948,6.8896,1
11.701263,-66.5470,1
14.454057,-0.4905,1
19.813829,20.6497,1
20.397326,-41.3755,1
18.38181,-9.4347,1
5.483547,15.9212,1
18.638725,-3.5663,1
20.47058,-9.5181,1
5.710872,0.9338,1
19.709135,1.3353,1
19.978513,-9.4757,1
7.942363,6.4681,1
5.263501,-73.9235,1
13.048502,11.4725,1
18.747321,16.3853,1
13.096484,-41.4982,1
10.172736,11.2268,1
17.655144,-87.4752,1
3.996461,-119.1635,1
15.015426,44.3214,2
19.925702,-48.1478,1
13.547215,-13.0601,1
9.609756,-90.9987,1
20.518168,-70.3808,1
12.505962,-5.8415,1
14.502682,-24.3052,1
18.748006,29.8959,2
16.318361,-66.4394,1
9.31896,-81.3183,1
13.748124,5.4051,1
19.746467,-97.0466,1
17.773815,-97.9040,1
11.579232,14.0456,1
13.941354,-6.3373,1
16.517965,-12.5171,1
20.205084,-6.9131,1
9.854124,-70.4051,1
15.798288,-45.5002,1
17.978791,-45.2380,1
12.779837,-98.0383,1
20.595385,-11.2953,1
21.528055,-21.2693,1
19.948526,-15.4433,1
19.259245,0.5294,1
18.019639,-48.1213,1
20.501601,17.6954,1
9.297264,2.9162,1
10.070556,22.8006,1
11.281943,11.8400,1
19.517411,-0.9506,1
15.942512,-57.3355,1
10.981484,-56.9846,1
6.595336,59.5906,3
15.084619,2.2800,1
10.231659,-66.0696,1
12.517601,2.1037,1
12.579259,-55.7704,1
10.845865,-21.8278,1
10.19784,-9.0499,1
2.997835,2.6174,1
14.423695,-26.9347,1
20.232687,-9.6339,1
16.888025,-24.4400,1
15.589226,25.4245,2
14.372966,-44.9837,1
20.751865,-24.4611,1
16.42489,-2.7350,1
9.509427,-73.9402,1
14.504264,-8.9527,1
14.756769,-43.4794,1
18.428964,1.9965,1
15.981452,-35.3377,1
17.571584,-2.5194,1
15.500065,-10.8888,1
15.440893,-16.6178,1
17.430897,-23.9375,1
20.266453,-45.5282,1
16.457399,-11.7937,1
21.010413,27.0207,2
16.911056,26.3695,2
14.045579,27.4841,2
6.706235,-3.9945,1
18.255938,-2.6224,1
15.832971,8.7668,1
19.370142,-8.6871,1
17.838422,-15.4224,1
13.137595,-47.9600,1
18.526516,21.4270,1
11.641021,-3.3409,1
13.859653,-53.2030,1
15.976055,-35.9263,1
21.488181,4.2629,1
15.993128,-9.0525,1
8.99398,3.4549,1
13.911451,65.1619,3
17.039109,16.4298,1
20.806746,1.0851,1
21.785627,18.5179,1
14.90687,28.4007,2
18.125532,-4.6012,1
15.68715,-46.7626,1
11.074198,-94.1186,1
16.985923,-5.5355,1
17.583137,-8.1525,1
19.108336,-36.2374,1
18.50781,-26.6873,1
12.913543,-71.7789,1
4.004496,-21.8937,1
20.519959,-27.3617,1
12.694806,-63.2111,1
17.74991,11.7781,1
15.020341,-18.6581,1
12.593771,43.0544,2
21.16893,-5.5959,1
19.808229,-118.4688,1
21.997531,-1.4462,1
20.366196,12.6748,1
2.585594,-73.5829,1
14.764902,-36.4510,1
21.9574,-49.4511,1
16.498864,19.8056,1
19.754938,-1.3477,1
14.043869,9.4853,1
21.880355,-24.8970,1
20.751853,3.6620,1
15.668077,-0.9071,1
15.417512,13.1538,1
15.71981,2.1112,1
18.409745,-9.3288,1
8.803754,-72.5807,1
11.290566,-52.2151,1
20.8284,-5.8813,1
16.878365,31.9864,2
17.404968,17.8862,1
16.36768,0.4273,1
6.990293,-37.6856,1
21.416031,16.8039,1
21.722294,-6.9581,1
14.492967,10.7947,1
21.849985,-39.9308,1
16.678274,-51.4737,1
12.169706,-40.7277,1
7.596655,-24.5889,1
8.39875,-82.7558,1
19.263087,-12.6086,1
18.227129,-9.4036,1
15.618086,-11.4619,1
19.254581,8.2221,1
14.176305,7.2752,1
15.606723,-6.1350,1
12.451606,-49.8710,1
18.811268,-29.4663,1
12.429147,8.9487,1
6.83671,-66.0317,1
18.98448,11.3493,1
14.177091,-77.9240,1
5.540204,15.6675,1
9.688446,-10.2202,1
14.767837,9.8738,1
14.37944,-6.0709,1
6.755231,-18.4888,1
3.867932,-108.2578,1
8.11247,-92.2970,1
10.031946,-21.6251,1
11.870852,8.0843,1
11.470735,-20.0646,1
18.964835,-25.9736,1
14.745696,-6.8918,1
10.170705,-0.9674,1
21.662615,-36.3930,1
21.669275,11.2852,1
8.172969,-45.2792,1
13.375864,-3.3343,1
19.865333,-13.1597,1
10.928649,-68.6687,1
18.530538,-30.7507,1
20.381242,49.7777,2
14.19712,-38.8661,1
6.577371,-60.9889,1
16.045004,-5.3286,1
20.462654,5.3630,1
17.90918,-4.7026,1
15.961919,31.6878,2
18.795623,23.7763,1
15.920938,-4.1654,1
13.797605,27.7970,2
21.668902,17.0032,1
20.717485,6.7125,1
12.613425,-54.8134,1
17.413927,3.1762,1
13.778951,-2.0813,1
21.873076,13.6495,1
9.155965,-103.3225,1
7.779147,0.6916,1
19.134054,-27.7429,1
7.734089,-49.9088,1
18.480088,-45.3896,1
19.468076,18.2763,1
18.978407,34.0331,2
12.388745,-25.3987,1
12.55855,-22.4725,1
12.746075,-57.1171,1
14.88171,-25.2870,1
13.891416,9.9621,1
10.409301,-92.7592,1
20.903922,10.1878,1
16.385891,11.3038,1
14.084804,38.2803,2
17.212344,-65.7863,1
20.86486,-22.4198,1
18.706009,-5.9091,1
16.906827,1.7734,1
16.466466,-1.0861,1
13.873904,31.1099,2
15.303915,-62.4817,1
13.290464,-104.1030,1
16.675715,8.0579,1
21.086926,-0.1679,1
20.689624,-7.5801,1
17.817843,-9.9673,1
20.801751,-2.6595,1
11.212889,-140.4237,1
14.710385,-49.1267,1
14.075765,-6.1215,1
20.387823,-49.9656,1
18.812012,-6.7932,1
8.70558,15.2426,1
19.648541,-38.0721,1
18.201523,-32.4808,1
17.218381,-40.3671,1
8.735358,-67.0392,1
20.545758,-9.8766,1
9.293828,-44.6337,1
12.461435,-34.0286,1
11.485711,16.8065,1
13.938005,1.7822,1
18.039469,-29.6859,1
6.008959,7.3127,1
19.721683,-9.0879,1
15.762802,-13.3511,1
12.378485,9.4129,1
14.85221,21.3929,1
12.481994,-66.2727,1
18.695311,-15.9233,1
13.408873,-39.1505,1
15.537548,-94.3623,1
18.818228,14.5124,1
16.837496,8.9206,1
21.676006,-6.8376,1
9.769045,-12.7867,1
11.931811,-142.4700,1
19.312747,-23.8649,1
19.964052,-17.4256,1
17.004936,-36.5934,1
14.502542,-29.2925,1
18.864707,4.3551,1
10.279621,-137.4380,1
13.603814,-21.0376,1
8.785444,-17.2357,1
12.145033,1.5446,1
18.388653,7.8823,1
16.888162,-4.8243,1
17.654718,9.0047,1
12.393407,-63.6986,1
17.41452,1.5017,1
3.585739,-42.5513,1
20.424961,27.5537,2
17.775507,-43.6493,1
21.169052,-2.7790,1
14.849458,13.3316,1
20.886492,-32.5007,1
14.541086,-105.8733,1
18.378346,24.2966,1
12.417715,-46.0971,1
9.369241,-17.3042,1
20.237393,-1.1340,1
7.891408,-91.5309,1
10.41024,-43.1062,1
16.971709,12.2530,1
21.977975,-0.1324,1
14.326569,15.4299,1
21.807275,22.7615,1
10.13325,13.2191,1
11.466756,-132.1030,1
17.151411,13.3469,1
13.114511,-79.4914,1
17.97632,1.9191,1
12.640997,-30.9829,1
18.86914,-9.8659,1
